timestamp,多功能傳感器_溫度,多功能傳感器_濕度,多功能傳感器_甲烷CH4,多功能傳感器_氫氣H2,UPS_運行模式,UPS_運行狀態,UPS_負載率,UPS_電池容量,UPS_電池電壓,UPS_備援時間,UPS_電池電量警示,UPS_總告警,UPS_急停狀態,UPS_過載狀態,AC380電量儀_AB線電壓,AC380電量儀_BC線電壓,AC380電量儀_CA線電壓,AC380電量儀_A相電流,AC380電量儀_B相電流,AC380電量儀_C相電流,AC380電量儀_總有功功率,AC380電量儀_總無功功率,AC380電量儀_總視在功率,AC380電量儀_總功率因數,空調_運行狀態,空調_工作模式,空調_設定溫度,空調_櫃內溫度,空調_櫃內濕度,空調_高溫告警,空調_高壓告警,水系統_告警,串口ttyS0_紅燈,串口ttyS0_黃燈,串口ttyS0_綠燈,串口ttyS0_水泵運轉,串口ttyS0_液位高,串口ttyS0_液位低,串口ttyS0_緊急按鈕,串口ttyS0_門禁,串口ttyS0_火警,串口ttyS0_消防故障,串口ttyS0_突波保護SPD,串口ttyS0_空調故障,串口ttyS0_排風,串口ttyS0_蜂鳴器
2026-07-07 10:53:01,23.30 ℃,58.00 %,0 %LEL,2 ppm,市電模式,運行中,5 %,100 %,83 V,191.76 min,電池電量正常,無總告警,未急停,未過載,381.6 V,382.0 V,381.3 V,14.9 A,15.45 A,15.15 A,-9.84 kW,-0.795 kvar,10.02 kVA,-0.982,運轉中,除濕,21 ℃,22.00 ℃,58 %,正常,正常,正常,0,0,1,0,1,1,1,1,1,1,1,0,0,0
