timestamp,電池_電壓,電池_電流,電池_R+,電池_R-,電池_SOC,電池_SOH,Rack容量資訊_rechargeableBatteryCapacity,Rack容量資訊_dischargeableCapacity,Rack容量資訊_singleChargeEnergy,Rack容量資訊_singleDischargeEnergy,Rack容量資訊_accumulatedChargingEnergy,Rack容量資訊_accumulatedDisChargingEnergy,Rack容量資訊_accumulatedDailyChargingEnergy,Rack容量資訊_accumulatedDailyDisChargingEnergy,Rack極端值資訊_rackCellMaxVoltage,Rack極端值資訊_rackCellMaxVoltageIndex,Rack極端值資訊_rackCellMinVoltage,Rack極端值資訊_rackCellMinVoltageIndex,Rack極端值資訊_rackCellMaxTemperature,Rack極端值資訊_rackCellMaxTemperatureIndex,Rack極端值資訊_rackCellMinTemperature,Rack極端值資訊_rackCellMinTemperatureIndex,Rack極端值資訊_rackCellMaxSoc,Rack極端值資訊_rackCellMaxSocIndex,Rack極端值資訊_rackCellMinSoc,Rack極端值資訊_rackCellMinSocIndex,Rack極端值資訊_rackCellMaxSoh,Rack極端值資訊_rackCellMaxSohIndex,Rack極端值資訊_rackCellMinSoh,Rack極端值資訊_rackCellMinSohIndex,Rack極端值資訊_time,PCS_系統資訊_啟停狀態,PCS_系統資訊_併網/離網,PCS_系統資訊_充電狀態,PCS_系統資訊_放電狀態,PCS_系統資訊_故障狀態,PCS_系統資訊_告警狀態,PCS_系統資訊_控制模式,PCS_系統資訊_模組溫度,PCS_系統資訊_環境溫度,PCS_系統資訊_櫃內溫度,PCS_電量統計資訊_交流總有功功率,PCS_電量統計資訊_交流總無功功率,PCS_電量統計資訊_交流總視在功率,PCS_電量統計資訊_可用有功容量,PCS_電量統計資訊_當日充電電量,PCS_電量統計資訊_當日放電電量,PCS_直流資訊_直流輸入電壓,PCS_直流資訊_直流電流,PCS_直流資訊_直流功率,PCS_交流資訊_AB線電壓,PCS_交流資訊_BC線電壓,PCS_交流資訊_CA線電壓,PCS_交流資訊_A相電流,PCS_交流資訊_B相電流,PCS_交流資訊_C相電流,PCS_交流資訊_母線頻率,環控空調_執行狀態,環控空調_工作模式,環控空調_設定溫度,環控空調_櫃內溫度,環控空調_櫃內濕度,環控_水系統_alarm,環控_UPS_batteryCapacity,環控_UPS_batteryVoltage,環控_UPS_bypassInputPhaseCurrent,環控_UPS_batteryChargingLevel,環控_UPS_outputPhaseCurrent,環控_UPS_inputPhaseVoltage,環控_UPS_outputPhaseVoltage,環控_UPS_outputLoadLevel,環控_UPS_batteryBackupTime,環控_UPS_powerFactor,環控_UPS_nominalActivePower,環控_UPS_outputActivePower,環控_UPS_outputApparentPower,環控_UPS_nominalApparentPower,環控_UPS_highEfficiencyMode,環控_UPS_loadProtectedStatus,環控_UPS_OperationStatus,環控_UPS_unitGeneralAlarm,環控_UPS_batteryLowWarningStatus,環控_UPS_OverloadStatus,環控_UPS_emergencyStopStatus,環控_UPS_CoupledStatus,環控_UPS_workingMode,環控_串口ttyS0_lightRed,環控_串口ttyS0_waterPumpOn,環控_串口ttyS0_liquidHigh,環控_串口ttyS0_emergencyButton,環控_串口ttyS0_accessControl,環控_串口ttyS0_liquidLow,環控_串口ttyS0_lightGreen,環控_串口ttyS0_lightYellow,環控_串口ttyS0_fireAlarm,環控_串口ttyS0_fireMalfunction,環控_串口ttyS0_SPD,環控_串口ttyS0_airFail,環控_串口ttyS0_airExhaust,環控_串口ttyS0_buzzerOpne,多功能傳感器_temperature,多功能傳感器_humidity,多功能傳感器_ch4,多功能傳感器_h2,AC380電量儀_phaseVoltageAB,AC380電量儀_phaseVoltageBC,AC380電量儀_phaseVoltageCA,AC380電量儀_phaseCurrentA,AC380電量儀_phaseCurrentB,AC380電量儀_phaseCurrentC,AC380電量儀_activePowerA,AC380電量儀_activePowerB,AC380電量儀_activePowerC,AC380電量儀_totalActivePower,AC380電量儀_reactivePowerA,AC380電量儀_reactivePowerB,AC380電量儀_reactivePowerC,AC380電量儀_totalReactivePower,AC380電量儀_apparentPowerA,AC380電量儀_apparentPowerB,AC380電量儀_apparentPowerC,AC380電量儀_totalApparentPower,AC380電量儀_powerFactorA,AC380電量儀_powerFactorB,AC380電量儀_powerFactorC,AC380電量儀_totalPowerFactor,告警_API總數,告警_本批啟用數
2026-07-06 15:38:16,900.6 V,0.0 A,65534 KΩ,16806 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,22,3.214 V,41,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323460998,停機,併網,否,否,故障,正常,遠端,27 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.60 V,0.00 A,0.00 kW,380.80 V,381.70 V,380.30 V,0.00 A,0.00 A,0.00 A,59.98 Hz,運轉中,除濕,21 ℃,22.40 ℃,59 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,46 %,3.00 KW,0.07 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,22.10 ℃,61.90 %,0 %LEL,0 ppm,381.2 V,381.6 V,380.9 V,1.0 A,1.0 A,2.05 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.21 kvar,-0.215 kvar,-0.44 kvar,-0.865 kvar,0.225 kVA,0.225 kVA,0.455 kVA,0.905 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-06 15:38:26,900.6 V,0.0 A,65534 KΩ,16806 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,22,3.214 V,84,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323472404,停機,併網,否,否,故障,正常,遠端,27 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.60 V,0.00 A,0.00 kW,380.80 V,381.70 V,380.30 V,0.00 A,0.00 A,0.00 A,59.98 Hz,運轉中,除濕,21 ℃,22.30 ℃,56 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,54 %,3.00 KW,0.07 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,22.00 ℃,59.40 %,0 %LEL,0 ppm,381.6 V,382.0 V,381.3 V,1.0 A,1.0 A,2.1 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.21 kvar,-0.215 kvar,-0.44 kvar,-0.865 kvar,0.225 kVA,0.225 kVA,0.46 kVA,0.91 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-06 15:38:37,900.6 V,0.0 A,65534 KΩ,16800 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,22,3.214 V,84,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323482770,停機,併網,否,否,故障,正常,遠端,26 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.70 V,0.00 A,0.00 kW,380.70 V,381.50 V,379.90 V,0.00 A,0.00 A,0.00 A,59.98 Hz,運轉中,除濕,21 ℃,22.20 ℃,54 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,46 %,3.00 KW,0.06 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,22.00 ℃,57.20 %,0 %LEL,0 ppm,381.6 V,382.0 V,381.2 V,1.0 A,1.0 A,2.1 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.21 kvar,-0.215 kvar,-0.44 kvar,-0.865 kvar,0.225 kVA,0.225 kVA,0.46 kVA,0.91 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-06 15:38:47,900.6 V,0.0 A,65534 KΩ,16779 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,22,3.214 V,52,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323492674,停機,併網,否,否,故障,正常,遠端,26 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.70 V,0.00 A,0.00 kW,381.40 V,383.10 V,380.50 V,0.00 A,0.00 A,0.00 A,60.01 Hz,運轉中,除濕,21 ℃,22.10 ℃,52 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,46 %,3.00 KW,0.07 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,22.00 ℃,55.70 %,0 %LEL,0 ppm,381.2 V,381.7 V,380.8 V,1.0 A,1.05 A,2.1 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.21 kvar,-0.215 kvar,-0.44 kvar,-0.865 kvar,0.225 kVA,0.225 kVA,0.46 kVA,0.91 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-06 15:38:58,900.6 V,0.0 A,65534 KΩ,16779 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,9,3.214 V,94,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323503747,停機,併網,否,否,故障,正常,遠端,26 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.70 V,0.00 A,0.00 kW,381.40 V,383.10 V,380.50 V,0.00 A,0.00 A,0.00 A,60.01 Hz,運轉中,製冷,21 ℃,22.20 ℃,50 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,54 %,3.00 KW,0.07 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,21.80 ℃,53.70 %,0 %LEL,0 ppm,381.4 V,382.0 V,381.2 V,1.05 A,1.05 A,2.1 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.21 kvar,-0.215 kvar,-0.44 kvar,-0.865 kvar,0.225 kVA,0.225 kVA,0.46 kVA,0.91 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-06 15:39:08,900.6 V,0.0 A,65534 KΩ,16795 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,22,3.214 V,53,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323514452,停機,併網,否,否,故障,正常,遠端,26 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-8.20 V,0.00 A,0.00 kW,379.70 V,380.80 V,380.10 V,0.00 A,0.00 A,0.00 A,60.01 Hz,運轉中,製冷,21 ℃,22.10 ℃,49 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,46 %,3.00 KW,0.06 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,21.80 ℃,52.50 %,0 %LEL,0 ppm,381.5 V,382.0 V,381.3 V,1.05 A,1.05 A,2.1 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.215 kvar,-0.215 kvar,-0.44 kvar,-0.87 kvar,0.225 kVA,0.23 kVA,0.46 kVA,0.915 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-06 15:39:19,900.6 V,0.0 A,65534 KΩ,16787 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.219 V,9,3.214 V,53,27 ℃,172,22 ℃,5,13 %,202,10 %,43,99 %,1,99 %,1,1783323524408,停機,併網,否,否,故障,正常,遠端,27 ℃,32 ℃,24 ℃,-1.30 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.80 V,0.00 A,0.00 kW,381.10 V,382.80 V,381.20 V,0.00 A,0.00 A,0.00 A,60.00 Hz,運轉中,製冷,21 ℃,22.00 ℃,48 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,219 V,220 V,4 %,293.14 min,46 %,3.00 KW,0.06 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,21.80 ℃,51.40 %,0 %LEL,0 ppm,381.4 V,382.0 V,381.2 V,1.05 A,1.05 A,2.1 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.215 kvar,-0.215 kvar,-0.44 kvar,-0.87 kvar,0.225 kVA,0.23 kVA,0.465 kVA,0.92 kVA,1.0,1.0,1.0,1.0,38,1
2026-07-07 09:17:47,900.6 V,0.0 A,65534 KΩ,16768 KΩ,9 %,99 %,228.3 KWh,22.58 KWh,0.0 KWh,0.0 KWh,30028.3 KWh,29093.5 KWh,0.0 KWh,0.0 KWh,3.218 V,9,3.214 V,41,22 ℃,141,19 ℃,116,13 %,202,10 %,43,99 %,1,99 %,1,1783387033472,停機,併網,否,否,故障,正常,遠端,28 ℃,33 ℃,25 ℃,-1.20 kW,0.00 kVar,1.30 kVA,160.00 kW,0 kWh,0 kWh,-7.50 V,0.00 A,0.00 kW,387.40 V,388.10 V,385.40 V,0.00 A,0.00 A,0.00 A,60.01 Hz,運轉中,送風,21 ℃,22.00 ℃,55 %,type.attr.normal,100 %,83 V,0 A,100 %,1 A,223 V,220 V,4 %,293.14 min,46 %,3.00 KW,0.06 KW,0.13 KVA,3.00 KVA,type.attr.ordinaryMode,type.attr.loadProtection,type.attr.beRunning,type.attr.unitNoGeneralAlarm,type.attr.batteryPowerIsGood,type.attr.nonOverload,type.attr.notInEmergencyStop,type.attr.connected,type.attr.mainsMode,0,0,1,1,1,1,1,1,1,1,1,0,0,0,23.20 ℃,57.00 %,0 %LEL,4 ppm,387.3 V,387.4 V,386.8 V,1.05 A,1.05 A,2.15 A,0.0 kW,0.0 kW,0.0 kW,0.0 kW,-0.22 kvar,-0.22 kvar,-0.45 kvar,-0.89 kvar,0.24 kVA,0.24 kVA,0.48 kVA,0.96 kVA,1.0,1.0,1.0,1.0,5,1
2026-07-07 10:50:14,901.4 V,-11.5 A,65534 KΩ,16736 KΩ,11 %,99 %,223.28 KWh,27.6 KWh,0.0 KWh,0.2 KWh,30030.5 KWh,29093.7 KWh,2.2 KWh,0.2 KWh,3.222 V,2,3.217 V,41,22 ℃,150,19 ℃,75,13 %,202,11 %,43,99 %,1,99 %,1,1783392579607,運行中,併網,否,放電中,正常,正常,遠端,35 ℃,34 ℃,26 ℃,-10.30 kW,0.00 kVar,10.20 kVA,160.00 kW,2 kWh,0 kWh,897.70 V,-11.70 A,-10.50 kW,382.00 V,382.40 V,380.80 V,-15.10 A,-15.80 A,-15.30 A,60.00 Hz,運轉中,送風,21 ℃,22.60 ℃,72 %,正常,100 %,83 V,0 A,100 %,1 A,220 V,220 V,5 %,191.76 min,53 %,3.00 KW,0.08 KW,0.15 KVA,3.00 KVA,一般模式,負載保護,運行中,無總告警,電池電量正常,未過載,未急停,已連接,市電模式,0,0,1,1,1,1,1,0,1,1,1,0,0,0,23.20 ℃,75.90 %,0 %LEL,2 ppm,382.6 V,382.8 V,382.3 V,14.95 A,15.45 A,15.2 A,-3.23 kW,-3.355 kW,-3.26 kW,-9.845 kW,-0.175 kvar,-0.195 kvar,-0.445 kvar,-0.81 kvar,3.29 kVA,3.405 kVA,3.34 kVA,10.02 kVA,-0.984,-0.985,-0.974,-0.981,5,0
2026-07-07 10:50:25,901.1 V,-11.5 A,65534 KΩ,16736 KΩ,11 %,99 %,223.28 KWh,27.6 KWh,0.0 KWh,0.2 KWh,30030.5 KWh,29093.7 KWh,2.2 KWh,0.2 KWh,3.221 V,27,3.216 V,41,22 ℃,150,19 ℃,75,13 %,202,12 %,41,99 %,1,99 %,1,1783392590370,運行中,併網,否,放電中,正常,正常,遠端,35 ℃,34 ℃,26 ℃,-10.30 kW,0.00 kVar,10.20 kVA,160.00 kW,2 kWh,0 kWh,897.70 V,-11.70 A,-10.50 kW,382.00 V,382.40 V,380.80 V,-15.10 A,-15.80 A,-15.30 A,60.00 Hz,運轉中,送風,21 ℃,22.60 ℃,73 %,正常,100 %,83 V,0 A,100 %,1 A,220 V,220 V,5 %,191.76 min,53 %,3.00 KW,0.08 KW,0.15 KVA,3.00 KVA,一般模式,負載保護,運行中,無總告警,電池電量正常,未過載,未急停,已連接,市電模式,0,0,1,1,1,1,1,0,1,1,1,0,0,0,23.20 ℃,76.40 %,0 %LEL,2 ppm,382.0 V,382.4 V,381.9 V,14.85 A,15.4 A,15.1 A,-3.22 kW,-3.345 kW,-3.25 kW,-9.81 kW,-0.18 kvar,-0.185 kvar,-0.435 kvar,-0.81 kvar,3.275 kVA,3.395 kVA,3.34 kVA,10.015 kVA,-0.984,-0.985,-0.9760001,-0.981,5,0
2026-07-07 10:50:35,901.0 V,-11.5 A,65534 KΩ,16736 KΩ,11 %,99 %,223.28 KWh,27.6 KWh,0.0 KWh,0.2 KWh,30030.5 KWh,29093.7 KWh,2.2 KWh,0.2 KWh,3.221 V,101,3.215 V,42,22 ℃,150,19 ℃,75,13 %,202,12 %,41,99 %,1,99 %,1,1783392600385,運行中,併網,否,放電中,正常,正常,遠端,36 ℃,34 ℃,26 ℃,-10.20 kW,0.00 kVar,10.30 kVA,160.00 kW,2 kWh,0 kWh,897.30 V,-11.70 A,-10.50 kW,382.50 V,382.80 V,381.00 V,-15.30 A,-15.70 A,-15.50 A,60.00 Hz,運轉中,送風,21 ℃,22.50 ℃,74 %,正常,100 %,83 V,0 A,100 %,1 A,220 V,220 V,5 %,191.76 min,53 %,3.00 KW,0.08 KW,0.15 KVA,3.00 KVA,一般模式,負載保護,運行中,無總告警,電池電量正常,未過載,未急停,已連接,市電模式,0,0,1,1,1,1,1,0,1,1,1,0,0,0,23.30 ℃,76.80 %,0 %LEL,2 ppm,382.6 V,382.8 V,382.3 V,14.85 A,15.35 A,15.1 A,-3.22 kW,-3.345 kW,-3.255 kW,-9.805 kW,-0.165 kvar,-0.205 kvar,-0.45 kvar,-0.805 kvar,3.27 kVA,3.4 kVA,3.34 kVA,10.01 kVA,-0.984,-0.985,-0.9760001,-0.982,5,0
